date,close,mean,std,zscore
2015-06-29,59.94,77.996,7.35693614718,-2.45428254898
2015-07-15,54.8,74.6865,9.45464312277,-2.10335807939
2015-07-16,49.9,73.0315,10.733349541,-2.15510544138
2016-01-04,41.55,47.9735,1.91783396186,-3.34935147033
2016-01-05,38.15,47.366,2.84319205342,-3.24142718003
2016-01-06,38.69,46.872,3.42232392573,-2.39077310552
2016-01-07,34.82,46.2625,4.35488579221,-2.62750862961
2016-01-08,33.69,45.5755,5.16873645865,-2.29949816461
2016-01-11,30.32,44.6945,6.15252235394,-2.33635884164
